Course,Previous qualification,Previous qualification (grade),Nationality,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
8014,1,133.1,1,100,0,0,1,1,0,0,37,0,11.375,12.16666667,13.9,-0.3,0.79,Enrolled
9085,1,140,1,129.3,1,0,1,1,0,0,28,0,0,0,8.9,1.4,3.51,Enrolled
9238,1,133.1,1,137,1,0,0,1,0,0,19,0,0,0,7.6,2.6,0.32,Dropout
9147,1,125,1,122.2,1,0,0,1,0,0,18,0,11,12.5,7.6,2.6,0.32,Enrolled
9853,1,115,1,108,0,0,0,1,0,1,19,0,13,13.28571429,12.4,0.5,1.79,Graduate
9670,3,110,1,110,0,0,0,1,0,0,32,0,13.6,15.11111111,13.9,-0.3,0.79,Graduate
9147,1,140,1,127.7,1,0,0,1,0,0,31,0,11,11.5,7.6,2.6,0.32,Dropout
9500,1,100,1,121.3,1,0,0,1,0,0,34,0,11.70571429,11.70571429,10.8,1.4,1.74,Enrolled
171,1,145,1,140.1,1,0,0,1,0,0,20,0,13.25,14.33333333,8.9,1.4,3.51,Graduate
9500,19,133.1,1,114.8,0,0,0,1,0,0,28,0,10.75,10,13.9,-0.3,0.79,Dropout
9991,39,150,1,150,0,0,0,1,0,0,31,0,12,13.42857143,9.4,-0.8,-3.12,Enrolled
9773,1,145,1,131.7,1,0,0,1,0,0,18,0,12.66666667,12.25,7.6,2.6,0.32,Enrolled
8014,19,133.1,1,110,0,0,0,0,0,0,31,0,11.4,11,9.4,-0.8,-3.12,Dropout
9773,1,110,1,105.5,1,0,0,1,0,0,19,0,13,12.4,12.4,0.5,1.79,Graduate
9238,1,128,1,127.3,1,0,0,1,0,1,19,0,14,12.28571429,16.2,0.3,-0.92,Graduate
9238,19,133.1,1,130,1,0,0,1,0,0,31,0,0,0,9.4,-0.8,-3.12,Enrolled
9085,3,130,1,130,0,0,0,1,0,0,34,0,0,0,15.5,2.8,-4.06,Dropout
9556,1,137,1,122.7,1,0,0,1,0,1,18,0,15.28571429,16.075,12.4,0.5,1.79,Graduate
9254,1,123,1,113.9,1,0,0,1,0,0,18,0,13.16666667,12.66666667,11.1,0.6,2.02,Graduate
9147,1,156,1,151.1,0,0,1,1,1,0,19,0,13.6,12.83333333,16.2,0.3,-0.92,Graduate
9773,1,133.1,1,125.8,1,0,0,0,1,1,22,0,0,0,7.6,2.6,0.32,Dropout
9670,1,100,1,128.2,0,0,0,1,1,0,32,0,11.4,11.5,7.6,2.6,0.32,Graduate
9147,1,140,1,135.1,0,0,0,1,1,0,61,0,0,0,15.5,2.8,-4.06,Dropout
9991,1,130,1,120.2,1,0,0,1,1,0,30,0,11,11.6,7.6,2.6,0.32,Graduate
9991,1,133.1,1,132.8,0,0,1,0,1,0,45,0,0,0,12.4,0.5,1.79,Dropout
9003,39,140,1,140,0,0,0,1,1,0,20,0,13.57142857,12.66666667,12.4,0.5,1.79,Graduate
9500,1,137,1,129.3,0,0,0,1,0,0,19,0,0,0,9.4,-0.8,-3.12,Dropout
9119,1,120,1,108.2,1,0,0,1,1,0,26,0,11.25,12,7.6,2.6,0.32,Dropout
9670,1,125,1,125.4,1,0,0,1,1,0,19,0,13.33333333,11,7.6,2.6,0.32,Dropout
9773,1,130,1,140.2,0,0,0,1,1,1,19,0,12,11.66666667,16.2,0.3,-0.92,Graduate
9773,1,115,1,116.1,1,0,0,1,1,0,19,0,12.5,13,12.4,0.5,1.79,Graduate
9147,1,150,1,137.8,1,0,0,1,1,1,19,0,13.2,12.66666667,16.2,0.3,-0.92,Graduate
9670,1,134,1,128.4,1,0,0,0,1,0,19,0,0,0,7.6,2.6,0.32,Dropout
9670,1,120,1,106,1,0,0,0,1,0,28,0,11.66666667,11.5,7.6,2.6,0.32,Dropout
9147,1,141,1,130.2,0,0,0,1,1,0,24,0,13.46666667,13.64285714,9.4,-0.8,-3.12,Graduate
9130,1,133,1,126,0,0,0,1,1,0,18,0,13.66666667,13.2,7.6,2.6,0.32,Graduate
9119,1,149,1,141,0,0,0,1,1,0,18,0,11.66666667,12.5,7.6,2.6,0.32,Enrolled
9773,1,121,1,113,1,0,0,1,1,1,18,0,11.66666667,10.2,12.4,0.5,1.79,Graduate
9003,39,120,1,120,0,0,0,1,1,0,21,0,13.4,12.4,8.9,1.4,3.51,Graduate
9991,1,148,1,130.9,0,0,0,0,1,0,28,0,0,0,12.4,0.5,1.79,Dropout
9003,12,133.1,1,120,0,0,0,1,1,0,58,0,0,0,13.9,-0.3,0.79,Dropout
9991,1,135,1,134.1,1,0,0,0,1,0,49,0,0,0,7.6,2.6,0.32,Dropout
9119,1,150,1,120,0,0,0,1,1,0,24,0,10.66666667,10.5,15.5,2.8,-4.06,Enrolled
9670,1,130,1,114.8,0,0,0,1,1,0,25,0,13.75,14.75,7.6,2.6,0.32,Graduate
9147,1,133.1,1,123,1,0,0,1,1,0,33,0,10,0,7.6,2.6,0.32,Dropout
9119,19,133.1,1,118,0,0,0,0,1,0,33,0,0,0,9.4,-0.8,-3.12,Dropout
9853,1,110,1,100,0,0,0,1,1,0,40,0,16,15.5,13.9,-0.3,0.79,Graduate
9991,1,170,1,151.1,0,0,0,1,1,0,48,0,12.28571429,11.125,16.2,0.3,-0.92,Graduate
9119,1,120,1,116.9,1,0,1,0,1,0,18,0,12,10.33333333,8.9,1.4,3.51,Enrolled
9500,19,133.1,1,106,1,0,0,1,1,0,24,0,12.66666667,12.66666667,7.6,2.6,0.32,Graduate
9085,1,139,1,127.1,0,0,0,1,1,1,23,0,11.8,13.25,10.8,1.4,1.74,Graduate
9991,19,133.1,1,155.5,1,0,1,0,1,0,39,0,10.6,14.66666667,10.8,1.4,1.74,Dropout
9003,1,133.1,1,101,0,0,0,1,1,0,21,0,11.9,12.25,15.5,2.8,-4.06,Graduate
9119,6,120,1,128.2,1,0,0,1,1,0,34,0,11.25,10.5,7.6,2.6,0.32,Dropout
9991,1,100,1,113,0,0,0,1,1,1,41,0,11,11.4,8.9,1.4,3.51,Enrolled
9773,1,134,1,122.8,0,0,0,1,1,0,18,0,12,12.5,12.7,3.7,-1.7,Graduate
9991,1,130,1,145.6,0,0,0,1,1,0,34,0,11.75,10.83333333,13.9,-0.3,0.79,Enrolled
9147,1,128,1,116.5,0,0,0,1,1,0,19,0,10,16,7.6,2.6,0.32,Dropout
9500,1,154,1,142,0,0,0,1,1,0,19,0,13.71428571,13.71428571,12.7,3.7,-1.7,Graduate
9003,4,150,1,150,0,0,0,1,1,0,28,0,14.875,15.8,16.2,0.3,-0.92,Graduate
9070,1,134,1,133.3,1,0,0,1,1,0,18,0,10.8,0,7.6,2.6,0.32,Dropout
9238,1,127,1,115.8,1,0,0,1,1,0,19,0,12,10,11.1,0.6,2.02,Dropout
9085,1,133.1,1,100,1,0,1,0,1,0,19,0,12.5,13.5,12.4,0.5,1.79,Dropout
9500,1,130,1,128.6,1,0,0,1,0,0,18,0,14.72857143,16.32727273,16.2,0.3,-0.92,Graduate
9130,1,135,1,137.1,1,0,0,1,0,0,18,0,12,14.8,12.4,0.5,1.79,Graduate
9773,1,143,1,149,1,0,0,1,0,0,18,0,11.42857143,11,11.1,0.6,2.02,Dropout
9238,39,150,1,147,1,0,0,1,0,0,19,0,14.16666667,13.5,12.4,0.5,1.79,Graduate
9238,3,150,1,150,0,0,0,1,0,0,31,0,12.5,14.6,12.7,3.7,-1.7,Graduate
8014,1,130,1,103.5,0,0,0,1,0,1,33,0,14.16666667,14.33333333,12.7,3.7,-1.7,Graduate
9500,1,113,1,107.8,1,0,0,1,0,1,20,0,14.46,13.55,12.4,0.5,1.79,Enrolled
9085,39,130,6,130,1,0,0,1,0,0,22,1,12.8,11.5,12.4,0.5,1.79,Enrolled
9254,1,115,1,109.4,1,0,0,1,0,0,19,0,12.66666667,13.4,11.1,0.6,2.02,Graduate
9070,1,146,1,143.6,1,0,0,1,0,0,18,0,12.5,13,7.6,2.6,0.32,Dropout
9070,1,132,1,124.3,0,1,0,1,0,0,18,0,0,0,15.5,2.8,-4.06,Dropout
9670,1,116,1,119.5,1,0,0,0,0,0,18,0,0,0,8.9,1.4,3.51,Dropout
171,1,163,1,175.6,1,0,0,1,0,0,18,0,0,0,11.1,0.6,2.02,Graduate
9147,1,122,1,116.1,1,0,0,1,0,1,19,0,11.2,11,12.4,0.5,1.79,Graduate
9238,1,136,1,126.6,1,0,0,1,0,0,18,0,16.5,17.42857143,11.1,0.6,2.02,Dropout
9085,1,142,1,130.8,1,0,0,1,0,0,18,0,13.66666667,12,12.7,3.7,-1.7,Graduate
9500,1,139,1,133.5,1,0,0,1,0,1,18,0,15.22857143,15.22857143,12.7,3.7,-1.7,Graduate
9238,42,140,1,136.9,1,0,0,1,0,0,21,0,12.77777778,13.22222222,8.9,1.4,3.51,Graduate
9500,1,165,1,142.3,0,0,0,1,0,1,18,0,14.42857143,14.42857143,12.7,3.7,-1.7,Graduate
9670,1,122,1,114.3,1,0,0,1,0,0,18,0,13.875,13.71428571,11.1,0.6,2.02,Graduate
9500,1,135,1,122.9,1,0,0,1,0,0,18,0,13.128,13.19333333,15.5,2.8,-4.06,Graduate
9500,1,128,1,117.2,1,0,0,1,0,0,20,0,11.605,12.4125,16.2,0.3,-0.92,Graduate
9147,1,139,1,152,0,0,0,1,0,1,18,0,14.6,12,12.7,3.7,-1.7,Graduate
9773,1,125,1,122.2,1,0,0,1,0,0,18,0,0,0,11.1,0.6,2.02,Dropout
9147,1,102,1,101.7,1,0,0,1,0,1,20,0,11.8,11.6,8.9,1.4,3.51,Graduate
9254,1,116,1,119.9,1,0,0,1,0,0,20,0,12.33333333,12.33333333,12.4,0.5,1.79,Graduate
9147,1,138,1,123.7,1,0,1,1,0,1,19,0,11,0,11.1,0.6,2.02,Dropout
9070,1,135,1,121.8,0,0,0,1,0,1,19,0,13.18181818,12.90909091,11.1,0.6,2.02,Graduate
9670,1,110,1,106.1,1,1,1,0,0,1,18,0,11,0,12.7,3.7,-1.7,Dropout
9773,1,132,1,124.3,1,0,1,1,0,1,19,0,11.83333333,12.28571429,15.5,2.8,-4.06,Graduate
9500,1,126,1,124.3,1,0,0,1,0,1,20,0,12.98125,12.98125,9.4,-0.8,-3.12,Graduate
9147,39,117.4,1,117.4,1,0,0,1,0,0,21,0,11.33333333,11.2,11.1,0.6,2.02,Graduate
9500,1,120,1,112.7,0,0,0,1,0,0,21,0,11.68,11.68,10.8,1.4,1.74,Graduate
9070,1,116,1,123.7,0,0,0,1,0,0,20,0,14.5,13.5,11.1,0.6,2.02,Graduate
9853,1,111,1,105.8,1,0,0,1,0,0,19,0,13.14285714,12.85714286,8.9,1.4,3.51,Graduate
9085,1,128,1,124.2,0,0,0,0,0,0,21,0,11.5,10.5,7.6,2.6,0.32,Dropout
9085,1,123,1,122.3,0,0,0,1,0,0,18,0,14.2,11.8,7.6,2.6,0.32,Graduate
9254,1,131,1,123.7,0,0,0,1,0,1,19,0,11.66666667,12.2,8.9,1.4,3.51,Graduate
9500,1,135,1,129.8,1,0,0,1,0,0,18,0,13.175,14.875,13.9,-0.3,0.79,Graduate
9500,1,136,1,123.8,1,0,0,1,0,1,19,0,13.31428571,13.31428571,12.7,3.7,-1.7,Graduate
9147,1,132,1,126.4,1,0,0,1,0,1,18,0,10.6,10.5,13.9,-0.3,0.79,Graduate
9853,1,120,1,115.1,0,0,0,1,0,1,18,0,12,10.75,15.5,2.8,-4.06,Enrolled
9773,1,144,1,138.4,0,0,0,1,0,0,18,0,13.42857143,14.14285714,13.9,-0.3,0.79,Graduate
9085,1,129,1,118.2,1,0,0,1,0,1,18,0,13.25,15.57142857,10.8,1.4,1.74,Graduate
9070,1,136,1,121.7,1,0,0,1,0,0,18,0,13,0,12.4,0.5,1.79,Dropout
9070,1,125,1,118,0,0,0,1,0,1,18,0,14.33333333,14,11.1,0.6,2.02,Enrolled
9238,1,125,1,119.8,0,0,0,1,0,0,18,0,0,0,11.1,0.6,2.02,Dropout
9238,1,154,1,164.9,0,0,0,1,0,0,18,0,14,13.16666667,10.8,1.4,1.74,Graduate
9085,1,100,1,100,1,0,0,1,0,1,20,0,12,12.83333333,13.9,-0.3,0.79,Graduate
9853,1,124,1,121.6,0,0,0,1,0,0,18,0,12.33333333,10.6,15.5,2.8,-4.06,Enrolled
9070,1,126,1,120.4,1,0,0,1,0,0,18,0,11.8,10.4,16.2,0.3,-0.92,Graduate
9500,1,124,1,117.8,0,0,0,1,0,1,20,0,12.79142857,12.79142857,10.8,1.4,1.74,Graduate
9670,1,150,1,110,0,0,0,1,0,0,40,0,11.625,11.2,9.4,-0.8,-3.12,Graduate
9500,1,133,1,128.8,1,0,0,1,0,1,18,0,11.99444444,12.43142857,15.5,2.8,-4.06,Graduate
9254,1,126,1,116.6,1,0,0,1,0,0,19,0,11.6,12.2,13.9,-0.3,0.79,Graduate
9991,40,120,1,120,0,0,0,1,0,0,24,0,0,0,12.4,0.5,1.79,Dropout
9773,1,175,1,157.5,1,0,0,1,0,0,19,0,13.16666667,13.16666667,10.8,1.4,1.74,Dropout
9500,1,141,1,136.3,1,0,0,1,0,0,19,0,14.1,14.1,10.8,1.4,1.74,Graduate
9500,1,133,1,121.5,1,0,0,1,0,1,20,0,12.39666667,12.94285714,11.1,0.6,2.02,Graduate
9500,1,143,1,133.9,0,0,0,1,0,0,18,0,15.01428571,16.0875,12.4,0.5,1.79,Graduate
171,1,141,1,136.8,1,0,0,1,0,1,18,0,0,0,13.9,-0.3,0.79,Graduate
9500,1,134,1,133.5,1,0,0,1,0,0,19,0,14.05,15.1,13.9,-0.3,0.79,Graduate
9500,1,138,1,130,1,0,0,1,0,0,18,0,14.85,15.2,13.9,-0.3,0.79,Dropout
9085,39,140,1,140,1,0,0,1,0,0,19,0,13,13,12.4,0.5,1.79,Graduate
9500,1,142,1,132.7,1,0,0,1,0,1,19,0,14.7875,15.8625,13.9,-0.3,0.79,Graduate
9500,1,118,1,117.8,0,0,0,1,0,1,19,0,13.7,14.67142857,12.4,0.5,1.79,Graduate
9500,1,131,1,126.1,1,0,0,1,0,1,19,0,12.49571429,12.24285714,11.1,0.6,2.02,Dropout
9500,1,130,1,120,0,0,0,1,0,0,19,0,14.56666667,14.56666667,7.6,2.6,0.32,Graduate
9670,12,133.1,1,100,1,0,1,0,0,0,25,0,11.2,11.25,9.4,-0.8,-3.12,Dropout
9500,1,130,1,116.8,0,0,0,1,0,0,20,0,12.68571429,12.68571429,12.7,3.7,-1.7,Graduate
9238,42,130,1,128.3,0,0,1,0,0,0,23,0,13.57142857,13.25,8.9,1.4,3.51,Dropout
9070,1,133.1,1,117,0,0,0,1,0,0,20,0,0,0,15.5,2.8,-4.06,Dropout
8014,1,130,1,131.5,0,0,0,1,0,0,27,0,11,11.16666667,11.1,0.6,2.02,Graduate
9500,1,149,1,134.8,0,0,0,1,0,0,18,0,14.445,14.445,9.4,-0.8,-3.12,Graduate
9853,1,163,1,146.6,1,0,1,1,0,0,18,0,13.6,11.75,9.4,-0.8,-3.12,Enrolled
8014,40,130,1,130,1,0,1,0,0,0,23,0,14,14.625,13.9,-0.3,0.79,Dropout
9500,1,145,1,127.5,1,0,0,1,0,1,19,0,13.41666667,13.41666667,7.6,2.6,0.32,Graduate
9147,1,130,1,123,0,0,0,1,0,0,18,0,12.33333333,11.4,15.5,2.8,-4.06,Graduate
9500,1,128,1,100,1,0,0,1,0,0,20,0,13.1,14.8125,13.9,-0.3,0.79,Graduate
9670,1,111,1,114.2,1,0,0,1,0,0,18,0,13.2,12.8,12.4,0.5,1.79,Graduate
9500,1,140,1,123.5,1,0,0,1,0,1,19,0,14.75,14.75,9.4,-0.8,-3.12,Graduate
9238,39,140,1,144.3,1,0,0,1,0,1,19,0,13.14285714,14.33333333,12.4,0.5,1.79,Graduate
9853,1,145,1,142.2,0,0,0,1,0,0,19,0,12.5,12.5,9.4,-0.8,-3.12,Enrolled
9085,1,151,1,161.9,0,0,0,1,0,0,18,0,13.75,14.85714286,7.6,2.6,0.32,Graduate
9238,1,132,1,135.9,0,0,0,1,0,0,18,0,12.4,13,9.4,-0.8,-3.12,Graduate
9773,1,116,1,110.1,1,0,0,1,0,0,18,0,13.33333333,12,11.1,0.6,2.02,Graduate
9853,1,120,1,122.5,0,0,0,0,0,0,28,0,11.72727273,12,15.5,2.8,-4.06,Dropout
9254,1,158,1,138.1,1,0,0,1,0,0,19,0,12.5,14,7.6,2.6,0.32,Dropout
171,1,116,1,117.3,1,0,1,1,0,0,20,0,0,0,13.9,-0.3,0.79,Dropout
9500,1,112,1,106.8,1,0,0,1,0,1,19,0,13.53333333,13.61428571,12.4,0.5,1.79,Graduate
9070,1,126,1,120.1,0,1,0,1,0,1,20,0,13.16666667,12.66666667,11.1,0.6,2.02,Graduate
9254,1,120,1,116.5,1,0,0,1,0,1,19,0,13.2,11,12.4,0.5,1.79,Graduate
9070,1,117,1,120,1,0,0,1,0,0,21,0,12.2,12.6,8.9,1.4,3.51,Enrolled
9853,1,153,1,139.7,1,0,0,1,0,1,19,0,13.42857143,14.85714286,11.1,0.6,2.02,Graduate
9070,1,124,1,123.7,1,0,0,1,0,1,18,0,12.71428571,12.625,13.9,-0.3,0.79,Graduate
9130,1,127,1,116.5,0,0,0,1,0,0,19,0,0,0,15.5,2.8,-4.06,Dropout
9670,1,126,1,122.2,0,0,0,1,0,1,19,0,13.66666667,13.66666667,8.9,1.4,3.51,Graduate
9773,1,133.1,1,146,0,0,1,1,0,0,20,0,11,13.16666667,16.2,0.3,-0.92,Graduate
9853,1,114,1,108.8,1,0,0,1,0,0,18,0,11.4,13.33333333,13.9,-0.3,0.79,Enrolled
171,1,133,1,133,0,0,0,1,0,0,18,0,0,0,15.5,2.8,-4.06,Enrolled
9130,1,130,1,123.8,0,0,0,1,0,0,18,0,12,12,7.6,2.6,0.32,Graduate
9773,1,127,1,120,0,0,0,1,0,0,18,0,0,0,8.9,1.4,3.51,Dropout
9238,1,143,1,126.9,1,0,0,1,0,0,18,0,11,11.66666667,7.6,2.6,0.32,Graduate
9773,1,130,1,121.3,1,0,0,1,0,0,20,0,12,11.57142857,15.5,2.8,-4.06,Dropout
9500,1,136,1,129,1,0,0,1,0,1,19,0,13.30857143,12.55,12.4,0.5,1.79,Graduate
9853,1,125,1,114.9,1,0,1,0,0,0,21,0,13.66666667,10.66666667,15.5,2.8,-4.06,Dropout
9670,3,110,1,106.5,1,0,1,0,0,0,20,0,0,0,10.8,1.4,1.74,Dropout
9254,1,130,1,133.9,1,0,0,1,0,0,18,0,12.2,11.25,9.4,-0.8,-3.12,Graduate
9773,1,135,1,124.9,0,0,0,1,0,1,20,0,12.66666667,12.83333333,10.8,1.4,1.74,Graduate
9500,1,133,1,128.5,1,0,0,1,0,1,19,0,14.07125,14.07125,9.4,-0.8,-3.12,Graduate
9085,6,122,1,126.2,1,0,0,1,0,0,22,0,14.25,13.2,9.4,-0.8,-3.12,Dropout
9130,1,122,1,121.7,1,0,0,0,0,0,22,0,0,0,9.4,-0.8,-3.12,Dropout
9853,1,121,1,120,1,0,0,1,0,0,18,0,12,10.25,10.8,1.4,1.74,Enrolled
9147,1,123,1,113.2,0,0,0,1,0,0,21,0,11.16666667,10.57142857,7.6,2.6,0.32,Enrolled
9238,1,128,1,120.3,1,0,0,1,0,0,19,0,13,11.6,7.6,2.6,0.32,Graduate
171,1,139,1,127.8,1,0,0,1,0,0,19,0,0,0,10.8,1.4,1.74,Dropout
9500,1,124,1,123.3,1,0,0,1,0,1,20,0,14.90142857,14.90142857,9.4,-0.8,-3.12,Dropout
9500,1,135,1,126.3,1,0,1,1,0,1,18,0,12.65,12.44555556,15.5,2.8,-4.06,Graduate
9991,42,110,1,128.2,0,0,0,0,0,0,22,0,11,10.6,8.9,1.4,3.51,Dropout
9085,1,138,1,134.9,1,0,0,1,0,0,20,0,12.4,12.66666667,7.6,2.6,0.32,Graduate
9003,39,140,1,140,0,0,0,1,0,0,19,0,12,12.66666667,12.4,0.5,1.79,Graduate
9500,1,126,1,115.5,1,0,0,1,0,1,19,0,12.13571429,13.32857143,12.4,0.5,1.79,Graduate
9500,1,113,1,106.7,1,0,0,1,0,1,20,0,12.62,12.5,11.1,0.6,2.02,Enrolled
9991,1,120,1,140,0,0,0,1,0,0,25,0,10.66666667,11.33333333,15.5,2.8,-4.06,Enrolled
9500,1,145,1,136.6,0,0,0,1,0,1,19,0,13.76666667,14.05142857,15.5,2.8,-4.06,Graduate
9500,1,124,1,119.3,1,0,0,1,0,0,19,0,13.11625,13.11625,9.4,-0.8,-3.12,Graduate
9070,1,160,1,152,1,0,0,0,0,0,19,0,0,0,10.8,1.4,1.74,Dropout
9500,1,138,1,144.3,0,0,0,1,0,0,20,0,12.7,13.57142857,13.9,-0.3,0.79,Graduate
9556,1,130,1,159,1,0,0,1,0,0,25,0,11.85714286,11.7,12.4,0.5,1.79,Enrolled
9500,1,127,1,129.5,1,0,0,1,0,1,20,0,12.33333333,12.33333333,7.6,2.6,0.32,Graduate
9238,1,170,1,140,1,0,0,1,0,0,24,0,15.75,16.4,9.4,-0.8,-3.12,Enrolled
9670,1,111,1,105.4,0,0,0,1,0,0,20,0,13.33333333,13.2,7.6,2.6,0.32,Graduate
9500,1,100,1,136,1,0,0,1,0,0,21,0,14.35555556,13.49375,15.5,2.8,-4.06,Graduate
9003,39,160,1,160,0,0,1,1,0,1,19,0,13,13,15.5,2.8,-4.06,Graduate
9773,1,152,1,139.1,0,0,0,1,0,1,19,0,12.83333333,13.5,16.2,0.3,-0.92,Graduate
9670,1,144,1,126.9,0,0,0,1,0,1,21,0,13.2,13,9.4,-0.8,-3.12,Graduate
9500,3,133.8,1,184,0,0,0,1,0,0,28,0,17.00555556,16.58222222,15.5,2.8,-4.06,Graduate
9238,1,125,1,125,1,0,1,0,0,1,19,0,10.6,11,10.8,1.4,1.74,Graduate
9147,1,150,1,138.5,0,0,0,1,0,1,18,0,14,13.6,12.4,0.5,1.79,Graduate
9500,1,143,1,133.5,1,0,0,1,0,1,18,0,12.11428571,12.11428571,12.7,3.7,-1.7,Graduate
9500,1,145,1,141.5,1,0,0,1,0,1,18,0,13.05875,13.05875,9.4,-0.8,-3.12,Graduate
9500,1,120,1,130,1,0,0,1,0,0,22,0,13.28571429,13.28571429,12.7,3.7,-1.7,Graduate
9147,1,138,1,131,1,0,0,1,0,0,19,0,11,10.66666667,12.4,0.5,1.79,Enrolled
9500,1,145,1,145,0,0,0,1,0,1,18,0,14.07142857,15.1625,13.9,-0.3,0.79,Graduate
9254,1,122,1,114.3,0,0,0,0,0,0,20,0,0,0,15.5,2.8,-4.06,Dropout
171,39,110,1,108.3,0,0,0,0,0,0,26,0,11.25,11,12.4,0.5,1.79,Dropout
9070,1,136,1,125.2,1,0,0,1,0,1,18,0,14,13.625,10.8,1.4,1.74,Graduate
9254,1,145,1,131.7,1,0,0,1,0,1,21,0,12.16666667,11.66666667,10.8,1.4,1.74,Dropout
9500,1,141,1,126.3,1,0,0,1,0,0,18,0,13.29714286,13.29714286,10.8,1.4,1.74,Graduate
9085,1,149,1,147.6,1,0,0,1,0,0,20,0,13.92307692,14.25,15.5,2.8,-4.06,Graduate
9500,1,130,1,125.1,1,0,0,1,0,0,18,0,13.37,12.83333333,15.5,2.8,-4.06,Graduate
9147,1,121,1,123.8,0,0,0,1,0,1,19,0,12.4,11,12.7,3.7,-1.7,Enrolled
9670,1,128,1,130.8,1,0,0,1,0,0,20,0,15,13.75,7.6,2.6,0.32,Dropout
9853,1,152,1,154.1,0,0,1,1,0,1,18,0,13.33333333,12.57142857,12.7,3.7,-1.7,Graduate
9147,1,132,1,122.6,1,0,0,1,0,1,20,0,12,12.625,10.8,1.4,1.74,Enrolled
8014,1,107,1,103.5,1,0,0,1,0,0,22,0,13.4,12.2,7.6,2.6,0.32,Graduate
171,1,131,1,132.8,1,0,0,1,0,0,18,0,0,0,7.6,2.6,0.32,Enrolled
9991,1,141,1,100,0,0,0,1,0,0,21,0,11.5,11.4,8.9,1.4,3.51,Graduate
9853,1,120,1,115.8,0,0,0,1,0,0,18,0,12,12.16666667,13.9,-0.3,0.79,Enrolled
9500,1,148,1,133.8,0,0,0,1,0,0,18,0,13.48571429,13.48571429,12.7,3.7,-1.7,Graduate
9070,1,130,1,118.5,0,1,0,1,0,1,18,0,12,11.28571429,8.9,1.4,3.51,Graduate
171,1,145,1,150.3,1,0,0,1,0,0,19,0,0,0,15.5,2.8,-4.06,Dropout
9147,1,112,1,107.8,1,0,0,1,0,0,19,0,10.33333333,14.42857143,10.8,1.4,1.74,Enrolled
9500,1,138,1,127.5,1,0,0,1,0,0,19,0,12.94,13.76,16.2,0.3,-0.92,Enrolled
9500,1,135,1,120.5,1,0,0,1,0,0,19,0,13.25857143,13.25857143,10.8,1.4,1.74,Graduate
9147,1,118,1,117.3,1,0,0,1,0,0,19,0,12.25,12,8.9,1.4,3.51,Enrolled
9254,1,123,1,120.6,1,0,0,0,0,0,19,0,11.66666667,10,10.8,1.4,1.74,Dropout
9254,1,126,1,118.7,1,0,0,1,0,1,21,0,13.57142857,12.5,8.9,1.4,3.51,Graduate
9773,1,150,41,130.8,0,0,0,1,0,1,20,1,11.8,11.83333333,15.5,2.8,-4.06,Graduate
9147,1,121,1,112.6,1,0,0,1,0,1,20,0,14.2,13.28571429,11.1,0.6,2.02,Graduate
9991,19,133.1,1,117.2,0,0,0,1,0,0,41,0,11,11.8,7.6,2.6,0.32,Graduate
9500,40,130,1,130,1,0,0,1,0,0,32,0,13.625,12.6375,12.4,0.5,1.79,Enrolled
9500,1,139,1,131.8,1,0,0,1,0,0,18,0,14.65285714,14.65285714,10.8,1.4,1.74,Graduate
8014,1,160,1,97,0,0,0,1,0,1,35,0,11.33333333,11.33333333,15.5,2.8,-4.06,Graduate
9500,1,110,1,130,0,0,1,0,0,0,32,0,13.7,0,16.2,0.3,-0.92,Dropout
8014,40,140,1,148,0,0,0,1,0,0,37,0,13.72727273,14.75,12.4,0.5,1.79,Graduate
9147,3,130,1,103.4,0,0,0,1,0,0,30,0,11.75,11.14285714,12.7,3.7,-1.7,Dropout
9773,1,132,1,127.1,0,0,0,1,1,0,23,0,12.33333333,13,7.6,2.6,0.32,Graduate
9773,1,139,1,124,1,0,0,1,0,1,20,0,14,13.85714286,15.5,2.8,-4.06,Dropout
9670,1,135,1,121.4,0,0,0,1,1,0,21,0,11.5,11.75,9.4,-0.8,-3.12,Graduate
9147,1,117,1,118.1,0,0,0,1,1,0,19,0,11.2,13.2,12.4,0.5,1.79,Graduate
9500,1,137,1,121.3,1,0,0,1,1,1,18,0,15.07,15.07,10.8,1.4,1.74,Graduate
9119,1,144,1,119.5,0,0,0,1,1,0,18,0,10,12,10.8,1.4,1.74,Dropout
9991,1,130,1,115.2,0,0,0,1,1,0,24,0,12,12.66666667,12.4,0.5,1.79,Enrolled
9670,1,140,1,130.2,1,0,0,1,1,0,22,0,13,12.6,12.7,3.7,-1.7,Graduate
9254,1,130,1,130,1,0,0,1,1,0,18,0,11,11.25,16.2,0.3,-0.92,Dropout
9238,1,130,1,126.9,1,0,0,1,0,0,18,0,13.57142857,12.16666667,9.4,-0.8,-3.12,Graduate
9070,1,152,101,168.5,1,0,0,1,1,0,21,1,14.6,14.2,16.2,0.3,-0.92,Graduate
9500,1,133.1,1,130,0,0,1,1,0,0,38,0,11.83333333,10,16.2,0.3,-0.92,Dropout
9556,1,140,1,122.8,0,0,0,1,0,1,19,0,12.625,12.5125,12.7,3.7,-1.7,Graduate
9500,1,133.1,1,110,0,0,0,1,0,0,36,0,11.5,12.33333333,16.2,0.3,-0.92,Dropout
